,date_time,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,TIMESTAMP_START,TIMESTAMP_END,CO2,CO2_SIGMA,H2O,H2O_SIGMA,FC,FC_SSITC_TEST,LE,LE_SSITC_TEST,ET,ET_SSITC_TEST,H,H_SSITC_TEST,G,SG,FETCH_MAX,FETCH_90,FETCH_55,FETCH_40,WD,WS,WS_MAX,USTAR,ZL,TAU,TAU_SSITC_TEST,MO_LENGTH,U,U_SIGMA,V,V_SIGMA,W,W_SIGMA,PA,TA_1_1_1,RH_1_1_1,T_DP_1_1_1,TA_1_1_2,RH_1_1_2,T_DP_1_1_2,VPD,T_SONIC,T_SONIC_SIGMA,PBLH,TS_1_1_1,TS_1_1_2,SWC_1_1_1,SWC_1_1_2,ALB,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,H_pi_flag,LE_pi_flag,G_pi_flag,NETRAD_pi_flag,H_filt_1,LE_filt_1,G_filt_1,NETRAD_filt_1,H.1,LE.1,G.1,NETRAD.1,canopy_height_m,instr_height_m
0,2024-04-10 11:00:00,0,0,0,202404101125.0,202404101130.0,435.3987,5.794471,10.92647,0.9317972,6.115915,7.0,237.8282,5.0,0.3503372,5.0,197.9988,5.0,,15818.1,6.88483,43.336,14.38925,10.57338,231.0488,1.181668,5.357016,0.09368927,-5.599736,0.0104267,9.0,-0.3440125,1.07144,0.5304364,0.0,0.5327085,3.72529e-09,0.2275228,75.53619,18.60591,34.5148,8.310137,24.15266,36.43531,8.260694,19.39388,25.2301,1.75365,2093.12,15.21735,14.11393,54.35315,60.77868,9.027729,657.6774,921.5076,82.46043,346.9686,528.3384,bad,bad,bad,bad,,,,,,,,,0.1,2.0
1,2024-04-10 11:30:00,1,1,1,202404101132.0,202404101200.0,437.5006,5.580335,10.66063,0.7338061,3.5973,4.0,193.4298,2.0,0.2851468,2.0,202.5496,1.0,222.7908,180.4601,2.205075,19.9173,6.063445,3.722456,300.0215,1.051614,3.888239,0.1808462,-0.785447,0.0387576,7.0,-2.45259,0.6359459,0.627621,0.0,0.8120594,3.72529e-09,0.2748304,97.17858,24.47672,32.5173,7.956402,24.91961,33.8574,7.920569,20.97287,25.90021,1.035438,2050.948,15.53842,14.76862,53.27661,60.5096,8.053061,656.7415,921.9155,74.15372,348.8886,539.909,bad,bad,bad,bad,,,,,,,,,0.1,2.0
2,2024-04-10 12:00:00,2,2,2,202404101200.0,202404101230.0,438.0982,1.365126,11.45225,1.216355,1.231959,3.0,309.4457,3.0,0.4567003,3.0,223.6366,3.0,95.22495,59.96588,32.51583,89.67143,46.2148,34.97953,283.9656,2.2458,5.130375,0.2309613,-0.4270184,0.06292005,6.0,-4.511233,1.900122,1.093833,0.0,1.064353,3.72529e-09,0.2848146,101.7406,26.3222,33.48295,8.929945,26.11136,33.79857,8.919907,22.53319,27.19534,1.238362,2009.775,15.93692,14.95743,53.05685,60.54275,7.943265,667.5975,933.5874,74.22733,353.3338,545.0962,bad,bad,bad,bad,,,,,,,,,0.1,2.0
3,2024-04-10 12:30:00,3,3,3,202404101230.0,202404101300.0,437.7759,1.143398,12.11467,1.356686,2.167747,3.0,322.5385,3.0,0.4764325,3.0,194.1755,3.0,84.04742,52.55284,33.11764,91.3321,47.07087,35.62741,290.1801,3.719224,7.4033,0.2459485,-0.3121189,0.07108999,7.0,-6.17194,3.511245,0.8738022,0.0,1.186945,0.0,0.2964227,101.6938,26.81,34.3491,9.71845,26.9971,33.90477,9.728149,23.70163,28.14668,1.222267,1976.561,16.11997,15.08083,53.15266,60.64698,8.19007,662.054,918.5393,75.2297,356.8049,538.0605,bad,bad,bad,bad,,,,,,,,,0.1,2.0
4,2024-04-10 13:00:00,4,4,4,202404101300.0,202404101330.0,435.6548,0.8704127,11.1007,1.195162,1.231667,3.0,280.4958,3.0,0.4145384,3.0,196.3445,3.0,83.82401,53.62982,35.71161,98.48167,50.75934,38.41901,297.5996,4.239919,8.428098,0.2835764,-0.2033821,0.09434376,7.0,-9.471722,4.086521,0.939223,0.0,1.117503,3.72529e-09,0.3110282,101.6563,27.28596,30.61844,8.437048,27.51549,30.16711,8.448659,25.81391,28.57123,1.170304,1910.566,16.28919,15.20752,53.23974,60.75107,8.280956,649.2258,902.1274,74.78831,359.0102,537.1235,bad,bad,bad,bad,,,,,,,,,0.1,2.0
5,2024-04-10 13:30:00,5,5,5,202404101330.0,202404101400.0,442.4764,2.785951,12.63274,1.178755,1.525529,3.0,340.8939,3.0,0.503883,3.0,286.233,3.0,93.79653,63.70825,37.17968,102.5392,52.84884,40.00026,308.0057,5.361787,8.585314,0.3691581,-0.1324858,0.1596512,7.0,-14.54028,5.219225,0.9688598,0.0,1.214561,3.72529e-09,0.3850098,101.6249,27.40645,34.548,10.34297,27.68614,33.98116,10.35718,24.68566,28.8872,1.299249,1809.194,16.46334,15.35524,53.34086,60.87652,8.333646,615.669,854.8718,71.25776,361.9277,529.8728,bad,bad,bad,bad,,,,,,,,,0.1,2.0
6,2024-04-10 14:00:00,6,6,6,202404101400.0,202404101430.0,440.7328,1.370224,12.45699,0.8272411,1.145222,3.0,240.5054,3.0,0.3553599,3.0,243.6213,3.0,88.40426,57.82037,37.77604,104.204,53.70057,40.64453,315.7265,6.04835,9.88527,0.3931402,-0.09227101,0.1812515,3.0,-20.87741,5.899572,0.883837,0.0,1.346402,0.0,0.4019467,101.5879,26.97569,34.91629,10.15812,27.29051,34.28288,10.17401,23.98772,28.47342,1.124014,1682.452,16.66761,15.51662,53.48309,60.99376,8.395906,557.54,781.0665,65.58594,359.7883,517.7288,bad,bad,bad,bad,,,,,,,,,0.1,2.0
7,2024-04-10 14:30:00,7,7,7,202404101430.0,202404101500.0,441.5479,1.020986,13.2121,0.6537974,0.7116383,1.0,167.8334,1.0,0.2478585,1.0,242.9783,1.0,100.3442,69.06419,36.89129,101.7866,52.44632,39.6949,320.2774,6.68544,10.42043,0.4187063,-0.07482501,0.2058112,1.0,-25.74513,6.586282,1.043381,0.0,1.150144,0.0,0.440957,101.5497,26.49101,38.07307,11.03875,26.77291,37.47275,11.05303,22.14187,28.02474,1.00272,1585.097,16.87494,15.66328,53.69187,61.14571,8.369233,501.6454,708.2818,59.3659,359.357,506.6276,bad,bad,bad,bad,,,,,,,,,0.1,2.0
8,2024-04-10 15:00:00,8,8,8,202404101500.0,202404101530.0,442.2038,0.8640175,13.76335,0.5255584,0.8912318,1.0,177.2359,1.0,0.2615449,1.0,213.8441,1.0,112.2973,80.4041,39.59148,109.2453,56.28886,42.60282,317.6541,6.726214,10.38618,0.4522133,-0.05270296,0.2405733,7.0,-36.55164,6.574655,0.9941423,0.0,1.433442,-3.72529e-09,0.4359961,101.5171,25.69573,41.52924,11.6486,25.98756,40.8552,11.66347,19.99923,27.28783,0.9967721,1496.83,17.07468,15.79798,53.9956,61.2894,8.43693,444.007,639.5687,53.99726,356.5241,498.0885,bad,bad,bad,bad,,,,,,,,,0.1,2.0
9,2024-04-10 15:30:00,9,9,9,202404101530.0,202404101600.0,442.3511,0.9491325,13.66614,0.5170924,-1.066528,1.0,164.6488,1.0,0.2426324,1.0,189.5102,1.0,77.83459,45.36776,37.83747,104.4125,53.79496,40.71531,305.5844,6.806176,10.25304,0.4106232,-0.06252845,0.1992814,1.0,-30.80804,6.709672,0.9845214,0.0,1.135988,0.0,0.4189694,101.497,24.214,45.03294,11.5378,24.55095,44.18346,11.55498,17.32426,25.83585,0.9054451,1499.609,17.26728,15.93717,54.41122,61.39141,8.551236,374.0302,555.5254,47.48081,349.3428,483.3572,bad,bad,bad,bad,,,,,,,,,0.1,2.0
10,2024-04-10 16:00:00,10,10,10,202404101600.0,202404101630.0,443.0342,0.7361254,12.87021,0.530629,-0.0236857,1.0,114.0161,1.0,0.1678377,1.0,126.299,1.0,84.87298,52.01679,36.31252,100.2121,51.62696,39.07442,302.9812,6.698744,9.971463,0.3688065,-0.05764914,0.1613814,2.0,-33.41558,6.632154,0.8845714,0.0,0.9348578,0.0,0.396159,101.4797,23.11114,45.33621,10.64204,23.43964,44.48926,10.65872,16.09485,24.64569,0.6627538,1498.347,17.43578,16.05903,54.4726,61.52322,8.628335,243.1532,399.7928,34.50676,343.6305,465.7633,bad,bad,bad,bad,,,,,,,,,0.1,2.0
11,2024-04-10 16:30:00,11,11,11,202404101630.0,202404101700.0,438.8276,1.834112,11.87644,0.6558693,0.08221127,1.0,109.9067,1.0,0.161656,1.0,73.90498,1.0,69.02437,36.22787,33.20358,91.64855,47.20712,35.7292,296.292,6.993062,10.01754,0.3546191,-0.0392725,0.149645,1.0,-49.0516,6.937279,0.8804707,0.0,0.8815212,7.450581e-09,0.4260126,101.4518,22.28097,44.02437,9.444262,22.59255,43.23474,9.459966,15.62352,23.70292,0.4375174,1490.782,17.56019,16.16947,54.56376,61.64944,8.889124,169.4807,307.5446,27.33041,339.3987,450.1323,bad,bad,bad,bad,,,,,,,,,0.1,2.0
12,2024-04-10 17:00:00,12,12,12,202404101700.0,202404101730.0,435.237,0.4652923,10.3253,0.3887466,0.1211846,1.0,88.46994,1.0,0.1300852,1.0,44.78206,1.0,68.51276,36.32812,34.69262,95.75264,49.32449,37.33171,302.2153,6.15482,9.785206,0.3322178,-0.02976492,0.1315501,2.0,-64.71979,6.10181,1.047488,0.0,0.806998,3.72529e-09,0.3778053,101.4479,22.05903,38.88104,7.41895,22.26943,38.40618,7.429392,16.62339,23.23456,0.2661602,1483.2,17.65763,16.22813,54.69392,61.74551,9.461767,110.8373,235.2379,22.21115,338.1536,440.343,bad,bad,bad,bad,,,,,,,,,0.1,2.0
13,2024-04-10 17:30:00,13,13,13,202404101730.0,202404101800.0,435.0168,0.4335319,10.36688,0.5252945,-0.0997833,7.0,77.09464,7.0,0.1132406,7.0,-6.403113,8.0,73.22165,42.38612,46.98199,129.8261,66.83651,50.5821,294.9156,5.303872,9.578586,0.3168603,0.001127207,0.1201143,2.0,1708.984,5.214562,0.9056009,0.0,0.9793313,0.0,0.3210723,101.4535,21.0826,41.53202,7.475662,21.18653,41.29003,7.480815,14.86551,22.15193,0.5614752,1000.0,17.75452,16.31744,54.79066,61.87284,9.896336,24.10147,131.0664,12.8965,334.2453,428.3137,bad,bad,bad,bad,,,,,,,,,0.1,2.0
14,2024-04-10 18:00:00,14,14,14,202404101800.0,202404101830.0,435.6982,0.6961076,10.42693,0.1937281,0.4628325,7.0,31.64725,7.0,0.04641595,7.0,-15.09578,7.0,54.97909,25.84962,39.44282,111.5383,56.56714,42.76478,290.8685,4.743897,7.573294,0.2184649,0.02740362,0.05739122,1.0,70.29653,4.720538,0.7368846,0.0,0.476504,7.450581e-09,0.275468,101.4414,19.36872,46.35922,7.563488,19.642,45.6191,7.577154,12.50444,20.60788,0.4831653,185.1049,17.82688,16.42808,54.95576,61.97792,13.46715,-54.81919,30.8964,3.625164,330.6414,412.7318,bad,bad,bad,bad,,,,,,,,,0.1,2.0
15,2024-04-10 18:30:00,15,15,15,202404101830.0,202404101900.0,438.8633,0.8733895,10.83443,0.1392001,1.148437,4.0,17.06021,3.0,0.02498095,3.0,-24.28235,4.0,30.90848,3.716025,37.18568,1417.872,166.7463,100.4797,278.4152,3.532112,5.317659,0.1648188,0.1127105,0.03285168,2.0,17.09139,3.496054,0.4219913,0.0,0.514389,1.490116e-08,0.2097457,101.4446,17.5238,54.02257,8.113758,17.95217,52.66466,8.135405,9.797489,18.9498,0.4950991,127.2733,17.84243,16.47591,55.00837,62.02758,7.082897,-78.18257,-2.264071,0.639737,325.7478,401.0265,bad,bad,bad,bad,,,,,,,,,0.1,2.0
16,2024-04-10 19:00:00,16,16,16,202404101900.0,202404101930.0,439.4448,0.6173806,10.66207,0.1135188,0.7665738,5.0,15.81303,5.0,0.02312795,5.0,-17.69142,5.0,9.098806,-15.94062,38.446,1218.935,159.7234,98.37519,280.1597,3.826488,6.109835,0.1735594,0.06948501,0.03658946,1.0,27.72367,3.797599,0.5070969,0.0,0.4755633,7.450581e-09,0.2212195,101.4654,16.25006,57.62096,7.88038,16.74831,55.92941,7.905615,8.449168,17.72611,0.4032115,138.8301,17.77797,16.46548,55.00149,62.11174,0.0,-77.40418,-4.049334,0.791019,321.13,393.6938,bad,bad,bad,bad,,,,,,,,,0.1,2.0
17,2024-04-10 19:30:00,17,17,17,202404101930.0,202404102000.0,440.095,0.3979338,10.62764,0.0782428,0.5860198,5.0,10.55152,5.0,0.01541375,5.0,-11.59679,5.0,9.533611,-13.24009,39.50014,1046.333,152.2529,95.59194,280.7645,4.046511,6.06396,0.182024,0.03945263,0.04042762,1.0,48.82765,4.026366,0.5192211,0.0,0.410745,0.0,0.2293605,101.4777,14.9802,62.30768,7.835348,15.48078,60.44495,7.86081,6.991552,16.45115,0.3021321,161.7692,17.69915,16.45743,55.00176,62.17151,0.0,-76.3169,-3.907437,0.7956059,315.9879,387.6018,bad,bad,bad,bad,,,,,,,,,0.1,2.0
18,2024-04-10 20:00:00,18,18,18,202404102000.0,202404102030.0,441.5315,1.099675,10.76355,0.06361974,1.282108,4.0,2.982247,3.0,0.004353283,3.0,-18.97682,4.0,0.0871849,-20.39183,33.28757,969.687,133.559,82.94254,290.522,3.793112,6.522118,0.1944716,0.05545855,0.04627722,2.0,34.73548,3.77268,0.663446,0.0,0.39453,7.450581e-09,0.2279055,101.5005,14.19053,66.41243,8.022202,14.71232,64.33135,8.048858,6.004061,15.69246,0.3920169,146.4516,17.5965,16.42866,54.95744,62.22433,0.0,-75.03166,-3.681233,1.012932,313.0748,383.4123,bad,bad,bad,bad,,,,,,,,,0.1,2.0
19,2024-04-10 20:30:00,19,19,19,202404102030.0,202404102100.0,442.8466,1.361515,10.74329,0.08595995,1.15147,5.0,0.8400098,5.0,0.001224882,5.0,-8.69523,5.0,-4.758556,-22.96027,35.76935,1182.246,151.2414,92.69776,290.1327,2.775236,4.494082,0.1335806,0.07868998,0.02192186,1.0,24.48062,2.758155,0.4907619,0.0,0.3101496,3.72529e-09,0.1720408,101.5124,13.03095,71.47784,7.993858,13.59912,69.01554,8.022997,4.850204,14.57361,0.2472809,135.305,17.50645,16.41452,54.92086,62.12266,0.0,-73.51954,-3.840646,1.110918,309.8876,378.4556,bad,bad,bad,bad,,,,,,,,,0.1,2.0
20,2024-04-10 21:00:00,20,20,20,202404102100.0,202404102130.0,443.911,0.746417,10.80494,0.0642807,0.4548114,3.0,-2.059645,4.0,-0.003001658,4.0,-3.891529,3.0,-15.06286,-31.07986,33.73256,1313.78,152.5779,91.78549,303.195,1.77508,2.640554,0.08949106,0.1215043,0.00985888,8.0,15.85442,1.752474,0.2204269,0.0,0.2815832,-4.656613e-10,0.0922391,101.5145,12.43172,74.7405,8.076457,13.01979,72.06296,8.1067,4.207156,13.99784,0.1142834,125.9287,17.39063,16.37522,54.84472,62.11946,0.0,-71.96029,-3.58266,1.882525,308.1214,374.6166,bad,bad,bad,bad,,,,,,,,,0.1,2.0
21,2024-04-10 21:30:00,21,21,21,202404102130.0,202404102200.0,447.9336,2.35049,10.76123,0.08211324,-0.6887542,8.0,0.4364536,8.0,0.000635912,8.0,1.003218,8.0,,-18.78699,20.4867,305.4357,61.96824,41.49487,304.1046,1.347338,2.132439,0.1038377,-0.01994359,0.01328483,7.0,-96.59141,1.252744,0.3217229,0.0,0.4774228,0.0,0.05424322,101.5074,12.23489,75.42483,8.019795,12.75534,73.0239,8.04657,3.993601,13.72859,0.1979517,1467.778,,,55.0847,62.13547,0.0,,,,,,bad,bad,bad,bad,,,,,,,,,0.1,2.0
22,2024-04-10 22:00:00,22,22,22,202404102200.0,202404102230.0,452.9002,3.711674,10.79503,0.08191015,-0.06815073,9.0,-0.8127754,9.0,-0.001184236,9.0,-0.7893911,9.0,-30.63965,-42.77214,60.46166,3862.192,334.7349,190.3066,320.9837,0.7878777,1.609986,0.03112047,0.6030949,0.001192982,9.0,3.194156,0.762204,0.3996183,0.0,0.136807,-1.862645e-09,0.02890317,101.4917,12.20702,75.77414,8.06059,12.77662,73.1392,8.089906,3.982794,13.75296,0.236412,112.1676,17.12564,16.26363,54.94022,62.12623,0.0,-67.34499,-2.878372,2.825941,307.1947,368.8354,bad,bad,bad,bad,,,,,,,,,0.1,2.0
23,2024-04-10 22:30:00,23,23,23,202404102230.0,202404102300.0,462.3204,7.617204,10.64036,0.1331793,-0.7046646,9.0,0.3569817,9.0,0.0005199686,9.0,0.1757198,9.0,-30.95826,-41.39572,47.07172,484.4394,121.145,84.77236,68.62567,0.9287112,1.579533,0.03779301,-0.07916511,0.001761309,7.0,-24.33369,0.8707756,0.2551288,0.0,0.3270455,-4.656613e-10,0.02983815,101.479,11.82632,76.57233,7.845744,12.44766,73.66252,7.877714,3.821908,13.40901,0.2818447,1613.326,16.99174,16.19875,54.65388,62.05248,0.0,-64.94602,-2.153657,3.179924,306.5926,366.205,bad,bad,bad,bad,,,,,,,,,0.1,2.0
24,2024-04-10 23:00:00,24,24,24,202404102300.0,202404102330.0,492.8469,17.33348,9.926859,0.4366888,12.9187,9.0,-14.71442,9.0,-0.02140894,9.0,-15.0161,9.0,-23.80518,-32.68212,6.849398,267.3349,31.46389,19.27407,135.7472,0.7561993,1.407529,0.09394866,0.4159589,0.01092978,9.0,4.631177,0.619811,0.1969214,0.0,0.4674604,9.313226e-10,0.03654856,101.4657,10.92785,75.8814,6.841574,11.29426,74.14596,6.860367,3.479354,12.18796,0.7044946,113.7296,16.85772,16.12966,54.51268,62.0441,0.0,-64.21203,-3.310664,1.701426,304.5436,363.7435,bad,bad,bad,bad,,,,,,,,,0.1,2.0
25,2024-04-10 23:30:00,25,25,25,202404102330.0,202404110000.0,501.8868,8.399975,9.693754,0.2633964,-0.5655751,9.0,-3.182716,9.0,-0.004629499,9.0,-2.405741,9.0,-36.36218,-43.78661,31.77095,1649.309,161.7296,94.19636,81.65326,0.6807537,1.328146,0.04080221,0.8292306,0.00206344,9.0,2.323092,0.6253179,0.2230862,0.0,0.2337424,2.328306e-10,0.04924685,101.4497,10.31833,77.11766,6.487884,11.01478,73.80271,6.523502,3.456298,11.88669,0.3132314,111.2208,16.72746,16.06469,54.41337,61.98418,0.0,-63.21076,-2.137498,3.068897,303.1196,361.124,bad,bad,bad,bad,,,,,,,,,0.1,2.0
26,2024-04-11 00:00:00,26,26,26,202404110000.0,202404110030.0,518.9401,5.329284,9.812862,0.1126326,-0.04505327,9.0,-0.1626214,9.0,-0.000236476,9.0,-0.2436306,9.0,-31.63253,-37.69369,328.6922,4184.404,2031.392,1119.674,53.65631,0.9647713,1.395048,0.01517709,1.573127,0.0002857824,9.0,1.224554,0.9550896,0.1198239,0.0,0.1383102,-9.313226e-10,0.02517441,101.4466,10.2854,78.31932,6.680914,10.70954,76.24711,6.702657,3.072011,11.59116,0.2432566,110.0267,16.5818,15.9758,54.28498,61.924,0.0,-62.48903,-2.427673,2.543703,301.8597,359.3774,bad,bad,good,good,,,-31.63253,-62.48903,,,-31.63253,-62.48903,0.1,2.0
27,2024-04-11 00:30:00,27,27,27,202404110030.0,202404110100.0,506.1176,15.46698,9.818775,0.1916552,2.403049,9.0,-1.018947,9.0,-0.001481694,9.0,-0.3789337,9.0,-43.20162,-47.97888,58.05286,3421.79,311.0513,178.4481,88.64074,0.8635878,1.57351,0.03087901,0.3237786,0.001182964,7.0,5.94968,0.8350372,0.302195,0.0,0.2212431,0.0,0.03078323,101.4414,10.22669,78.65018,6.684538,10.7036,76.31122,6.708995,3.062474,11.5857,0.3187189,115.1627,16.44119,15.89046,54.18119,61.89186,0.0,-61.37274,-2.116505,2.613504,301.2434,357.8861,bad,bad,good,good,,,-43.20162,-61.37274,,,-43.20162,-61.37274,0.1,2.0
28,2024-04-11 01:00:00,28,28,28,202404110100.0,202404110130.0,501.328,5.517987,9.507546,0.157676,-1.054693,7.0,-3.373305,7.0,-0.004904129,7.0,-3.110971,7.0,-30.08829,-33.65421,52.38945,3050.824,279.3294,160.5214,104.5581,1.512946,2.250681,0.06011434,0.3309881,0.004487033,6.0,5.820086,1.495501,0.1780031,0.0,0.2249328,-1.862645e-09,0.0566412,101.4268,9.901781,77.82249,6.216092,10.46103,75.11074,6.24468,3.165072,11.31464,0.2307805,115.0218,16.29534,15.79293,54.07462,61.81025,0.0,-62.59807,-2.84299,2.243706,299.9995,357.5109,good,good,good,good,-3.110971,-3.373305,-30.08829,-62.59807,-3.110971,-3.373305,-30.08829,-62.59807,0.1,2.0
29,2024-04-11 01:30:00,29,29,29,202404110130.0,202404110200.0,486.8403,4.969384,9.647932,0.1243133,-3.359019,8.0,1.896916,8.0,0.002758872,8.0,3.190359,8.0,-42.08417,-44.50673,23.10588,251.8106,61.13305,42.37856,84.50782,1.316764,2.41936,0.09941658,-0.07302558,0.01225088,7.0,-26.37951,1.298253,0.283213,0.0,0.2099252,-1.862645e-09,0.1131248,101.4087,10.27865,76.97454,6.422062,10.88825,74.06402,6.453234,3.395372,11.75567,0.3135239,1572.41,16.15946,15.7069,53.98341,61.74804,0.0,-62.51394,-2.007673,3.199434,299.6925,356.9993,good,good,good,good,3.190359,1.896916,-42.08417,-62.51394,3.190359,1.896916,-42.08417,-62.51394,0.1,2.0
30,2024-04-11 02:00:00,30,30,30,202404110200.0,202404110230.0,471.2781,2.524095,9.78023,0.06395025,1.69762,4.0,-3.018564,3.0,-0.004392071,3.0,-7.187215,3.0,-35.56402,-36.90873,29.49433,1284.095,139.7125,82.9681,91.77838,1.71995,2.690891,0.09809601,0.1695601,0.01190692,8.0,11.36104,1.704897,0.2337461,0.0,0.2280849,-1.862645e-09,0.09249234,101.3973,10.7401,75.6489,6.617829,11.33502,72.8707,6.648247,3.657306,12.21568,0.1883209,121.0446,16.02916,15.61458,53.90799,61.73058,0.0,-63.46044,-2.324439,2.689469,299.7513,358.1978,good,good,good,good,-7.187215,-3.018564,-35.56402,-63.46044,-7.187215,-3.018564,-35.56402,-63.46044,0.1,2.0
31,2024-04-11 02:30:00,31,31,31,202404110230.0,202404110300.0,477.1493,4.806059,9.768563,0.2143075,0.02560235,3.0,-2.477588,3.0,-0.003604761,3.0,-5.868913,3.0,-45.22921,-45.56664,53.8995,3031.203,283.3137,163.4612,101.7865,2.0207,3.235036,0.07715887,0.2845993,0.007366948,1.0,6.768742,2.014757,0.2373521,0.0,0.1617492,-7.450581e-09,0.09075998,101.3828,10.65943,75.93308,6.593064,11.28282,73.01176,6.624936,3.623771,12.16223,0.1853575,116.053,15.89736,15.5297,53.78261,61.62951,0.0,-63.55778,-2.690222,2.127222,299.963,358.7034,good,good,good,good,-5.868913,-2.477588,-45.22921,-63.55778,-5.868913,-2.477588,-45.22921,-63.55778,0.1,2.0
32,2024-04-11 03:00:00,32,32,32,202404110300.0,202404110330.0,498.7019,13.3316,9.265106,0.3368809,-1.452371,8.0,1.408069,8.0,0.002048811,8.0,14.13643,8.0,-31.9918,-31.39812,30.9572,257.0569,72.51054,52.03826,102.117,2.047426,3.847482,0.1160719,-0.1962769,0.01666926,4.0,-9.814602,2.030826,0.3235438,0.0,0.2560317,3.72529e-09,0.1466747,101.3622,10.35691,72.69424,5.818522,11.35677,68.96823,5.861138,4.19087,14.25585,1.369785,1903.708,15.76133,15.44504,53.71725,61.53833,0.0,-54.18523,-1.825171,2.279239,311.5203,361.6011,bad,bad,good,good,,,-31.9918,-54.18523,-12.1652165,82.870756,-31.9918,-54.18523,0.1,2.0
33,2024-04-11 03:30:00,33,33,33,202404110330.0,202404110400.0,,,23.83393,2.557494,,,168.2191,,0.2451505,,-18.46152,7.0,-25.88189,-24.43965,24.50593,599.1227,91.33938,58.08385,96.61572,2.745463,4.984332,0.1817977,0.03025408,0.04043917,4.0,63.67336,2.723062,0.4588057,0.0,0.3562861,0.0,0.1732873,101.3336,10.51226,,19.8882,12.99265,,19.22725,-7.387094,15.27192,0.9208286,177.9058,15.62205,15.36071,54.00406,61.49061,0.0,-58.59951,-2.141018,2.493391,308.3576,362.3227,good,good,good,good,-18.46152,168.2191,-25.88189,-58.59951,-18.46152,168.2191,-25.88189,-58.59951,0.1,2.0
34,2024-04-11 04:00:00,34,34,34,202404110400.0,202404110430.0,,,,,,,,,,,,4.0,-30.89624,-28.68959,60.2533,168.7806,86.15298,65.15942,117.4402,2.236236,4.30253,0.2208675,0.01267855,,4.0,151.9401,2.149047,0.6865415,0.0,0.6046592,7.450581e-09,0.1639853,101.3198,9.766007,,,,,,,13.74368,0.6211855,263.8702,15.51185,15.29184,54.24261,61.2507,0.0,-57.57915,-2.441217,1.935465,307.6591,360.8616,bad,bad,bad,good,,,,-57.57915,-15.5263065,125.089428,-30.994324444444445,-57.57915,0.1,2.0
35,2024-04-11 04:30:00,35,35,35,202404110430.0,202404110500.0,,,,,,,,,,,,2.0,246.5083,249.9298,21.26634,615.6737,85.04379,53.08484,95.48514,2.218356,4.886582,0.1585924,0.05865504,,2.0,32.84252,2.173891,0.5205871,0.0,0.418999,0.0,0.1683089,101.3097,9.338266,,,,,,,13.92237,0.8865186,144.394,15.37522,15.18932,57.26552,62.24002,0.0,-53.35046,-1.196451,1.324944,308.5852,359.4143,bad,bad,bad,good,,,,-53.35046,-12.591093,81.959756,-36.10675888888889,-53.35046,0.1,2.0
36,2024-04-11 05:00:00,36,36,36,202404110500.0,202404110530.0,,,,,,,,,,,,4.0,74.92868,81.28696,33.61058,1012.485,136.7634,84.64581,102.9258,2.291339,4.012808,0.1161661,0.06128386,,3.0,31.43371,2.275473,0.3301401,0.0,0.270406,0.0,0.1211718,101.3053,9.71638,,,,,,,14.45312,0.439024,142.8627,15.20242,15.04125,63.58016,66.77827,0.0,-57.38801,-2.234067,2.417193,305.3178,358.0546,bad,bad,bad,good,,,,-57.38801,-9.6558795,38.830084,-41.21919333333333,-57.38801,0.1,2.0
37,2024-04-11 05:30:00,37,37,37,202404110530.0,202404110600.0,472.4327,8.495058,13.27102,2.556959,1.921672,7.0,-4.299588,7.0,-0.006258538,7.0,-6.720666,7.0,-111.4063,-103.7697,33.92051,1384.856,156.4918,93.54636,111.9256,2.035114,3.97701,0.1034212,0.1368343,0.0131855,3.0,14.07819,2.024643,0.3504192,0.0,0.2063455,9.313226e-10,0.1133083,101.3012,9.319733,87.04099,10.71342,11.76138,82.10785,10.83834,0.6056905,13.1116,0.2909758,123.998,15.01134,14.9281,62.86743,66.83887,30.87128,-46.86679,11.1111,4.18261,301.5284,355.3237,good,good,bad,good,-6.720666,-4.299588,,-46.86679,-6.720666,-4.299588,-46.331627777777776,-46.86679,0.1,2.0
38,2024-04-11 06:00:00,38,38,38,202404110600.0,202404110630.0,476.4856,1.906331,9.365519,0.100685,0.2850008,8.0,5.02963,8.0,0.007313611,8.0,-1.146286,8.0,-139.5132,-131.4066,35.1482,692.833,119.7163,77.77247,110.1251,3.208701,5.089923,0.1658614,0.00405485,0.03409326,3.0,475.0803,3.18607,0.497674,0.0,0.3823304,-3.72529e-09,0.1715809,101.3058,10.0882,75.63513,5.98275,10.67676,72.88445,6.012737,3.502808,11.51831,0.2878893,468.1542,14.78446,14.69598,61.38163,66.72002,16.39508,14.63553,86.95513,13.10995,301.4914,360.701,good,good,bad,good,-1.146286,5.02963,,14.63553,-1.146286,5.02963,-51.44406222222222,14.63553,0.1,2.0
