date_time,WS,USTAR,WD,V_SIGMA,MO_LENGTH,instr_height_m,canopy_height_m,Z0_roughness
2024-04-26 07:30:00,4.141804,0.2727344,336.82,0.7856716,-56.2041,2.0,0.1,0.015
2024-04-26 08:00:00,5.350678,0.3291569,323.8712,0.8824948,-59.49975,2.0,0.1,0.015
2024-04-26 08:30:00,6.541096,0.3876602,336.2062,1.246,-73.1605,2.0,0.1,0.015
2024-04-26 09:00:00,7.768596,0.4561855,336.1356,1.351464,-115.3439,2.0,0.1,0.015
2024-04-26 09:30:00,8.325519,0.5274943,336.242,1.721376,-81.90388,2.0,0.1,0.015
2024-04-26 10:00:00,8.34687,0.5174103,331.1647,1.453221,-89.612,2.0,0.1,0.015
2024-04-26 10:30:00,8.110122,0.5297066,327.2668,1.394871,-56.98684,2.0,0.1,0.015
2024-04-26 11:00:00,8.033105,0.452913,329.8581,1.365618,-27.8708,2.0,0.1,0.015
2024-04-26 11:30:00,7.67115,0.4421134,333.5807,1.341345,-22.99437,2.0,0.1,0.015
2024-04-26 12:00:00,7.573902,0.4765963,330.2663,1.557716,-24.7575,2.0,0.1,0.015
2024-04-26 12:30:00,7.55101,0.4528143,330.9769,1.599054,-19.40312,2.0,0.1,0.015
2024-04-26 13:00:00,8.00185,0.4765929,328.66,1.456306,-22.34784,2.0,0.1,0.015
2024-04-26 13:30:00,8.385882,0.516557,334.3047,1.706265,-31.39164,2.0,0.1,0.015
2024-04-26 14:00:00,8.073312,0.4844025,335.4117,1.652929,-45.4237,2.0,0.1,0.015
2024-04-26 14:30:00,7.713494,0.4658744,331.3972,1.334057,-48.17979,2.0,0.1,0.015
2024-04-26 15:00:00,7.965774,0.6437151,315.0396,2.554666,-84.70246,2.0,0.1,0.015
2024-04-26 15:30:00,8.585997,0.5897931,318.8523,2.064439,-57.16808,2.0,0.1,0.015
2024-04-26 16:00:00,9.462873,0.5009891,291.8306,2.153662,-32.3208,2.0,0.1,0.015
2024-04-26 16:30:00,9.703403,0.480383,281.3212,1.539911,-30.58961,2.0,0.1,0.015
2024-04-26 17:00:00,9.912652,0.4619182,282.6785,1.616172,-32.3732,2.0,0.1,0.015
2024-04-26 17:30:00,8.320264,0.4664961,297.6208,1.564179,-41.10681,2.0,0.1,0.015
2024-04-26 18:00:00,8.657137,0.4693181,291.1279,1.429917,-57.28563,2.0,0.1,0.015
2024-04-26 18:30:00,8.862246,0.5216128,315.7841,1.621629,-111.2635,2.0,0.1,0.015
2024-04-26 19:00:00,7.674615,0.4454706,324.8549,1.235025,-389.6171,2.0,0.1,0.015
2024-04-26 19:30:00,7.57287,0.4364866,317.1783,1.15811,-3038.724,2.0,0.1,0.015
2024-04-26 20:00:00,6.09805,0.371663,333.5496,0.9890098,1756.66,2.0,0.1,0.015
2024-04-26 20:30:00,8.229277,0.4883735,313.8691,1.502565,976.3863,2.0,0.1,0.015
2024-04-26 21:00:00,6.558278,0.3620692,315.3545,1.015991,336.6629,2.0,0.1,0.015
2024-04-26 21:30:00,6.365825,0.372654,328.6661,0.981042,42703.45,2.0,0.1,0.015
2024-04-26 22:00:00,7.051669,0.3897607,334.2375,1.06029,388.015,2.0,0.1,0.015
2024-04-26 22:30:00,6.902689,0.3982825,327.2451,1.126773,921.7858,2.0,0.1,0.015
2024-04-26 23:00:00,6.542679,0.3848772,324.1522,0.9089314,921.4864,2.0,0.1,0.015
2024-04-26 23:30:00,6.187225,0.3272524,326.2879,0.9057068,314.5243,2.0,0.1,0.015
2024-04-27 00:00:00,5.564632,0.3061146,321.647,1.08255,227.8032,2.0,0.1,0.015
2024-04-27 00:30:00,6.094812,0.3592562,324.307,0.8339124,622.516,2.0,0.1,0.015
2024-04-27 01:00:00,6.35422,0.3274936,331.2045,0.9919624,293.5283,2.0,0.1,0.015
2024-04-27 01:30:00,5.931221,0.3656567,333.5482,0.8469451,205.6375,2.0,0.1,0.015
2024-04-27 02:00:00,5.449987,0.32306,337.8476,0.7885939,149.0965,2.0,0.1,0.015
2024-04-27 02:30:00,4.724312,0.2929594,345.636,0.6629243,89.08035,2.0,0.1,0.015
2024-04-27 03:00:00,3.983451,0.2275299,346.6587,0.5416536,58.28951,2.0,0.1,0.015
2024-04-27 03:30:00,4.01045,0.2367873,342.195,0.5542416,53.99674,2.0,0.1,0.015
2024-04-27 04:00:00,3.935448,0.2147789,341.535,0.5827393,41.44826,2.0,0.1,0.015
2024-04-27 04:30:00,3.812082,0.2356915,342.8896,0.5671126,47.16999,2.0,0.1,0.015
2024-04-27 05:00:00,4.043562,0.2255219,338.6442,0.588175,42.69704,2.0,0.1,0.015
2024-04-27 05:30:00,3.328832,0.1848278,336.2146,0.4809078,26.73825,2.0,0.1,0.015
2024-04-27 06:00:00,2.017639,0.2225554,288.3306,1.182165,20.86911,2.0,0.1,0.015
2024-04-27 06:30:00,1.767006,0.1114704,289.9416,0.5646644,58.94555,2.0,0.1,0.015
2024-04-27 07:00:00,1.811464,0.07811347,270.6537,0.5612843,12.48957,2.0,0.1,0.015
2024-04-27 07:30:00,1.942344,0.1797759,279.8685,0.8265005,-104.0262,2.0,0.1,0.015
2024-04-27 08:00:00,3.569782,0.2658538,333.2301,1.02146,-34.03486,2.0,0.1,0.015
2024-04-27 08:30:00,4.155446,0.2847666,327.3411,1.149342,-32.30068,2.0,0.1,0.015
2024-04-27 09:00:00,3.52047,0.275003,318.742,1.155643,-15.72776,2.0,0.1,0.015
2024-04-27 09:30:00,3.522712,0.2609832,317.2588,1.190758,-9.726576,2.0,0.1,0.015
2024-04-27 10:00:00,4.13336,0.3361024,316.2038,1.199602,-13.44172,2.0,0.1,0.015
2024-04-27 10:30:00,5.13514,0.3440586,321.5305,1.391586,-13.50921,2.0,0.1,0.015
2024-04-27 11:00:00,6.400457,0.4469507,319.0418,1.521269,-22.48155,2.0,0.1,0.015
2024-04-27 11:30:00,5.819785,0.3660796,319.3659,1.430799,-11.83756,2.0,0.1,0.015
2024-04-27 12:00:00,6.022148,0.4019338,316.3702,1.388851,-14.31139,2.0,0.1,0.015
2024-04-27 12:30:00,6.112146,0.3888521,318.333,1.351815,-14.02036,2.0,0.1,0.015
2024-04-27 13:00:00,7.202159,0.4734307,310.8369,1.544581,-22.36674,2.0,0.1,0.015
2024-04-27 13:30:00,8.433742,0.5151946,316.7623,1.515326,-26.74379,2.0,0.1,0.015
2024-04-27 14:00:00,8.484596,0.5319212,322.0405,1.586008,-29.95704,2.0,0.1,0.015
2024-04-27 14:30:00,9.023871,0.5176399,320.3427,1.532753,-31.38628,2.0,0.1,0.015
2024-04-27 15:00:00,9.21089,0.5450367,317.1113,1.545829,-33.08827,2.0,0.1,0.015
2024-04-27 15:30:00,9.35877,0.5704362,320.4252,1.615372,-42.09466,2.0,0.1,0.015
2024-04-27 16:00:00,9.536484,0.5603185,319.9926,1.712109,-44.37306,2.0,0.1,0.015
2024-04-27 16:30:00,9.387209,0.588702,324.3937,1.830203,-57.70776,2.0,0.1,0.015
2024-04-27 17:00:00,9.289975,0.5696424,322.6371,1.506534,-65.42056,2.0,0.1,0.015
2024-04-27 17:30:00,9.156715,0.529643,324.8178,1.57222,-72.60875,2.0,0.1,0.015
2024-04-27 18:00:00,8.589073,0.4972869,328.8588,1.557596,-80.28254,2.0,0.1,0.015
2024-04-27 18:30:00,8.166758,0.4700309,327.2969,1.299892,-110.8374,2.0,0.1,0.015
2024-04-27 19:00:00,6.978586,0.3857644,329.8819,0.9645258,-151.8841,2.0,0.1,0.015
2024-04-27 19:30:00,7.764352,0.4489968,332.2215,1.034859,-2642.484,2.0,0.1,0.015
2024-04-27 20:00:00,6.103102,0.3722822,337.1489,1.004149,422.821,2.0,0.1,0.015
2024-04-27 20:30:00,6.198364,0.3396602,335.3618,1.098319,302.7318,2.0,0.1,0.015
2024-04-27 21:00:00,5.317105,0.3422704,339.0856,1.092514,201.1711,2.0,0.1,0.015
2024-04-27 21:30:00,5.838491,0.3744972,324.6833,0.8971046,231.0261,2.0,0.1,0.015
2024-04-27 22:00:00,3.923446,0.2386789,331.6896,0.9201801,92.78222,2.0,0.1,0.015
2024-04-27 22:30:00,4.612929,0.2805969,335.3091,0.8418498,95.68018,2.0,0.1,0.015
2024-04-27 23:00:00,5.470928,0.3369782,324.8269,0.7895616,153.9541,2.0,0.1,0.015
2024-04-27 23:30:00,5.79746,0.3542402,337.0334,1.069326,185.4734,2.0,0.1,0.015
2024-04-28 00:00:00,5.217996,0.3182382,331.8816,0.796479,136.5098,2.0,0.1,0.015
2024-04-28 00:30:00,3.115453,0.2095076,320.1217,0.5391095,43.56108,2.0,0.1,0.015
2024-04-28 01:00:00,2.231252,0.2125501,290.5965,1.053309,38.49795,2.0,0.1,0.015
2024-04-28 01:30:00,2.025424,0.1212595,244.2603,0.4504853,22.86101,2.0,0.1,0.015
2024-04-28 02:00:00,1.767675,0.07276832,253.7654,0.2268006,4.621563,2.0,0.1,0.015
2024-04-28 02:30:00,2.043191,0.1142076,273.2848,0.6026984,26.04399,2.0,0.1,0.015
2024-04-28 03:00:00,1.616954,0.07140684,264.4592,0.7225554,4.689134,2.0,0.1,0.015
2024-04-28 03:30:00,2.308343,0.1004221,249.3628,0.354271,8.586541,2.0,0.1,0.015
2024-04-28 04:00:00,1.401399,0.2258479,260.6026,0.3584146,50.29324,2.0,0.1,0.015
2024-04-28 04:30:00,1.335953,0.1517558,312.5506,0.5977663,41.02184,2.0,0.1,0.015
2024-04-28 05:00:00,1.748049,0.05995388,292.1027,0.2484473,8.952755,2.0,0.1,0.015
2024-04-28 05:30:00,1.204643,0.04430562,313.5588,0.1865177,6.813548,2.0,0.1,0.015
2024-04-28 06:00:00,1.583737,0.07197094,311.032,0.2151711,6.006107,2.0,0.1,0.015
2024-04-28 06:30:00,1.165275,0.07456645,284.3607,0.3365975,15.86021,2.0,0.1,0.015
2024-04-28 07:00:00,1.69056,0.05989703,273.3932,0.3442792,-8.422695,2.0,0.1,0.015
2024-04-28 07:30:00,2.541251,0.1318768,267.9811,0.4736132,-11.0256,2.0,0.1,0.015
2024-04-28 08:00:00,3.032953,0.1755828,271.288,0.6940235,-11.45097,2.0,0.1,0.015
2024-04-28 08:30:00,4.712576,0.3399047,297.3894,1.159722,-35.49335,2.0,0.1,0.015
2024-04-28 09:00:00,5.145732,0.3275303,312.3704,1.173894,-19.79764,2.0,0.1,0.015
2024-04-28 09:30:00,4.660286,0.3127104,310.7833,1.082195,-13.2232,2.0,0.1,0.015
2024-04-28 10:00:00,5.221503,0.3646784,318.8275,1.288793,-16.07895,2.0,0.1,0.015
2024-04-28 10:30:00,5.70442,0.393253,308.8438,1.219899,-17.09085,2.0,0.1,0.015
2024-04-28 11:00:00,5.730156,0.3678554,313.655,1.190418,-13.49,2.0,0.1,0.015
2024-04-28 11:30:00,5.962737,0.4195372,318.6614,1.344718,-17.54677,2.0,0.1,0.015
2024-04-28 12:00:00,6.94798,0.4652689,321.2079,1.79319,-21.64696,2.0,0.1,0.015
2024-04-28 12:30:00,7.800742,0.4796464,321.2104,1.604484,-22.69485,2.0,0.1,0.015
2024-04-28 13:00:00,8.070786,0.4895678,332.4564,1.74182,-25.46537,2.0,0.1,0.015
2024-04-28 13:30:00,8.234662,0.4967539,331.1942,1.568398,-24.85525,2.0,0.1,0.015
2024-04-28 14:00:00,8.540882,0.5008549,334.0729,1.802063,-26.58541,2.0,0.1,0.015
2024-04-28 14:30:00,9.218516,0.5438204,334.5041,1.670263,-33.39008,2.0,0.1,0.015
2024-04-28 15:00:00,10.13154,0.6243008,330.9836,1.671205,-48.30655,2.0,0.1,0.015
2024-04-28 15:30:00,10.45608,0.6265468,332.7192,1.628783,-56.50508,2.0,0.1,0.015
2024-04-28 16:00:00,9.320892,0.510064,333.2368,1.539511,-41.39728,2.0,0.1,0.015
2024-04-28 16:30:00,10.04388,0.5757679,327.8104,1.874833,-58.4722,2.0,0.1,0.015
2024-04-28 17:00:00,9.982648,0.5688938,331.3462,1.767618,-65.38046,2.0,0.1,0.015
2024-04-28 17:30:00,8.970286,0.5368616,340.574,1.57795,-76.62029,2.0,0.1,0.015
2024-04-28 18:00:00,7.899932,0.4672854,343.7208,1.373933,-73.50116,2.0,0.1,0.015
2024-04-28 18:30:00,7.876039,0.46022,343.1812,1.487092,-132.6152,2.0,0.1,0.015
2024-04-28 19:00:00,7.619226,0.439098,342.9434,1.249223,-252.9599,2.0,0.1,0.015
2024-04-28 19:30:00,5.698806,0.3443547,343.0903,0.8663316,506.5593,2.0,0.1,0.015
2024-04-28 20:00:00,5.785799,0.3617599,349.9569,1.149056,399.9838,2.0,0.1,0.015
2024-04-28 20:30:00,5.353504,0.3297625,358.8473,0.9324549,197.356,2.0,0.1,0.015
2024-04-28 21:00:00,5.377594,0.3238494,353.632,0.9058192,212.8326,2.0,0.1,0.015
2024-04-28 21:30:00,4.847311,0.2854763,1.838379,0.7976406,113.6985,2.0,0.1,0.015
2024-04-28 22:00:00,4.92033,0.299476,2.311401,0.7908772,120.9448,2.0,0.1,0.015
2024-04-28 22:30:00,5.506324,0.3358917,357.081,0.8492932,118.5626,2.0,0.1,0.015
2024-04-28 23:00:00,5.468355,0.3200942,359.644,0.8903358,110.973,2.0,0.1,0.015
2024-04-28 23:30:00,5.008859,0.3086422,1.207184,0.9066466,90.65864,2.0,0.1,0.015
2024-04-29 00:00:00,5.589635,0.3303455,0.3278809,0.9174343,119.9593,2.0,0.1,0.015
2024-04-29 00:30:00,5.039039,0.3102454,1.355072,0.862617,96.28382,2.0,0.1,0.015
2024-04-29 01:00:00,4.71023,0.2680247,1.297607,0.7681421,67.06752,2.0,0.1,0.015
2024-04-29 01:30:00,4.606801,0.2943001,358.5412,0.7694215,76.5318,2.0,0.1,0.015
2024-04-29 02:00:00,4.515695,0.2978913,351.3615,0.8611217,87.02947,2.0,0.1,0.015
2024-04-29 02:30:00,4.72017,0.2791417,355.3011,0.7895811,68.62246,2.0,0.1,0.015
2024-04-29 03:00:00,4.874721,0.2927854,352.5453,0.8228653,84.66926,2.0,0.1,0.015
2024-04-29 03:30:00,4.327164,0.2686716,352.7542,0.7275173,59.24261,2.0,0.1,0.015
2024-04-29 04:00:00,2.598681,0.3109039,301.9805,1.569769,43.64873,2.0,0.1,0.015
2024-04-29 04:30:00,2.582379,0.202817,287.7671,0.8233254,18.48914,2.0,0.1,0.015
2024-04-29 05:00:00,2.733632,0.1181599,264.2396,0.3715684,9.881232,2.0,0.1,0.015
2024-04-29 05:30:00,2.808,0.1063155,280.4133,0.3843293,9.719904,2.0,0.1,0.015
2024-04-29 06:00:00,2.511106,0.1097617,288.8489,0.6152478,23.63248,2.0,0.1,0.015
2024-04-29 06:30:00,2.657976,0.1300742,265.0924,0.469536,17.59755,2.0,0.1,0.015
2024-04-29 07:00:00,3.808526,0.1670637,275.7658,0.4329262,-67.62986,2.0,0.1,0.015
2024-04-29 07:30:00,5.427449,0.4035934,299.2467,1.266749,-1138.322,2.0,0.1,0.015
2024-04-29 08:00:00,6.579036,0.3794887,313.2382,0.9283215,-57.99829,2.0,0.1,0.015
2024-04-29 08:30:00,7.146006,0.4076738,320.1595,1.13342,-43.25308,2.0,0.1,0.015
2024-04-29 09:00:00,7.144952,0.411899,315.5374,1.164738,-34.48912,2.0,0.1,0.015
2024-04-29 09:30:00,6.877066,0.4211146,318.4852,1.230218,-31.62872,2.0,0.1,0.015
2024-04-29 10:00:00,7.136226,0.4262308,328.8805,1.255287,-24.66177,2.0,0.1,0.015
2024-04-29 10:30:00,7.515685,0.4695125,322.4336,1.175788,-27.47141,2.0,0.1,0.015
2024-04-29 11:00:00,7.391638,0.4496016,311.0445,1.374982,-23.32205,2.0,0.1,0.015
2024-04-29 11:30:00,7.497122,0.457635,310.4707,1.182528,-22.64676,2.0,0.1,0.015
2024-04-29 12:00:00,7.551111,0.4634834,311.8005,1.101569,-23.44847,2.0,0.1,0.015
2024-04-29 12:30:00,7.751682,0.4762024,315.5259,1.483027,-23.54709,2.0,0.1,0.015
2024-04-29 13:00:00,7.988234,0.4847573,315.9371,1.247872,-22.65204,2.0,0.1,0.015
2024-04-29 13:30:00,8.317766,0.5153157,319.2682,1.655246,-28.36975,2.0,0.1,0.015
2024-04-29 14:00:00,9.081887,0.5452147,325.3542,1.896722,-35.44109,2.0,0.1,0.015
2024-04-29 14:30:00,9.695281,0.5659854,324.302,1.595777,-39.12794,2.0,0.1,0.015
2024-04-29 15:00:00,9.912981,0.572959,324.5082,1.65902,-42.25391,2.0,0.1,0.015
2024-04-29 15:30:00,8.60735,0.513368,337.8146,1.611876,-36.02857,2.0,0.1,0.015
2024-04-29 16:00:00,7.990536,0.4948432,335.1882,1.546331,-34.43934,2.0,0.1,0.015
2024-04-29 16:30:00,9.040776,0.5140089,339.1845,1.615413,-48.04887,2.0,0.1,0.015
2024-04-29 17:00:00,10.20788,0.6047862,337.4709,1.558109,-81.59352,2.0,0.1,0.015
2024-04-29 17:30:00,9.772238,0.5505774,334.923,1.444816,-83.21703,2.0,0.1,0.015
2024-04-29 18:00:00,9.273434,0.5475286,326.0454,1.210752,-90.37698,2.0,0.1,0.015
2024-04-29 18:30:00,8.771745,0.5155374,329.7835,1.415233,-132.3134,2.0,0.1,0.015
2024-04-29 19:00:00,7.681139,0.4458675,338.4195,1.252731,-226.9798,2.0,0.1,0.015
2024-04-29 19:30:00,7.435824,0.4487092,344.1865,1.246863,12281.17,2.0,0.1,0.015
2024-04-29 20:00:00,6.913076,0.4015393,349.9773,1.049883,248.399,2.0,0.1,0.015
2024-04-29 20:30:00,6.794238,0.402013,345.9119,1.088646,314.9881,2.0,0.1,0.015
2024-04-29 21:00:00,6.456234,0.3955731,348.8858,1.053981,217.5583,2.0,0.1,0.015
2024-04-29 21:30:00,5.842025,0.3187928,350.4895,0.9954082,171.713,2.0,0.1,0.015
2024-04-29 22:00:00,6.089613,0.3501198,334.5316,0.9518386,176.7908,2.0,0.1,0.015
2024-04-29 22:30:00,4.5661,0.3096008,333.2471,0.933409,123.9196,2.0,0.1,0.015
2024-04-29 23:00:00,3.755782,0.2560494,305.9682,0.6305329,61.46712,2.0,0.1,0.015
2024-04-29 23:30:00,4.10349,0.2821101,293.5974,0.9378768,57.76716,2.0,0.1,0.015
2024-04-30 00:00:00,4.487064,0.2171834,295.7843,0.4975284,53.13404,2.0,0.1,0.015
2024-04-30 00:30:00,4.553491,0.2291498,295.4796,0.4993199,58.99902,2.0,0.1,0.015
2024-04-30 01:00:00,3.854492,0.2385505,237.6201,1.752585,95.45648,2.0,0.1,0.015
2024-04-30 01:30:00,3.766998,0.1982434,269.8924,1.337978,41.24892,2.0,0.1,0.015
2024-04-30 02:00:00,4.160148,0.2172455,286.9005,0.5114107,49.67832,2.0,0.1,0.015
2024-04-30 02:30:00,2.496387,0.1412787,280.4031,0.4698399,20.36711,2.0,0.1,0.015
2024-04-30 03:00:00,3.288461,0.1645381,276.578,0.3564218,29.40466,2.0,0.1,0.015
2024-04-30 03:30:00,3.162109,0.1404303,294.2651,0.4166134,26.59424,2.0,0.1,0.015
2024-04-30 04:00:00,3.28326,0.1690566,297.8724,0.513926,37.02948,2.0,0.1,0.015
2024-04-30 04:30:00,2.942786,0.1174651,286.897,0.3060614,22.99944,2.0,0.1,0.015
2024-04-30 05:00:00,2.488205,0.1328224,302.2263,0.4693459,38.88522,2.0,0.1,0.015
2024-04-30 05:30:00,2.113012,0.1184915,331.9719,0.5095158,15.28514,2.0,0.1,0.015
2024-04-30 06:00:00,1.994628,0.105492,327.3042,0.3383148,11.74859,2.0,0.1,0.015
2024-04-30 06:30:00,1.413369,0.1066492,338.63,0.344813,51.65857,2.0,0.1,0.015
2024-04-30 07:00:00,2.425279,0.1321151,315.7663,0.345853,-9.909072,2.0,0.1,0.015
2024-04-30 07:30:00,3.593408,0.2081338,300.2614,0.6699415,-15.07077,2.0,0.1,0.015
2024-04-30 08:00:00,4.170706,0.2156627,293.0029,0.6237102,-13.49118,2.0,0.1,0.015
2024-04-30 08:30:00,5.256392,0.2988817,305.3552,0.7979525,-18.7329,2.0,0.1,0.015
2024-04-30 09:00:00,5.918583,0.3739513,304.9745,1.174159,-27.81187,2.0,0.1,0.015
2024-04-30 09:30:00,5.351279,0.3406642,312.9247,1.098102,-15.05626,2.0,0.1,0.015
2024-04-30 10:00:00,5.604285,0.3529652,313.9958,1.133405,-15.66592,2.0,0.1,0.015
2024-04-30 10:30:00,5.808565,0.3541036,309.6038,1.102086,-14.25202,2.0,0.1,0.015
2024-04-30 11:00:00,5.650142,0.3515215,315.6956,1.023976,-11.99845,2.0,0.1,0.015
2024-04-30 11:30:00,6.30184,0.3879176,313.6584,1.220976,-15.13632,2.0,0.1,0.015
2024-04-30 12:00:00,7.350909,0.4665072,314.3038,1.44321,-23.35357,2.0,0.1,0.015
2024-04-30 12:30:00,7.755342,0.483354,314.8466,1.323096,-25.09809,2.0,0.1,0.015
2024-04-30 13:00:00,8.183906,0.4924875,311.455,1.313337,-23.63292,2.0,0.1,0.015
2024-04-30 13:30:00,8.448659,0.528186,314.8914,1.361915,-29.57154,2.0,0.1,0.015
2024-04-30 14:00:00,9.244385,0.5218546,311.3042,1.354158,-30.45326,2.0,0.1,0.015
2024-04-30 14:30:00,9.430748,0.5722108,310.673,1.49647,-37.83236,2.0,0.1,0.015
2024-04-30 15:00:00,9.777726,0.5927232,314.8777,1.548662,-43.77426,2.0,0.1,0.015
2024-04-30 15:30:00,9.737794,0.5625154,321.5437,1.65638,-48.1521,2.0,0.1,0.015
2024-04-30 16:00:00,10.09978,0.6102474,323.6079,1.621359,-67.23875,2.0,0.1,0.015
2024-04-30 16:30:00,9.330709,0.6034747,316.1939,1.573096,-70.53949,2.0,0.1,0.015
2024-04-30 17:00:00,9.740134,0.5586771,309.0546,1.449799,-67.77866,2.0,0.1,0.015
2024-04-30 17:30:00,8.540277,0.4955934,312.9655,1.187589,-62.96184,2.0,0.1,0.015
2024-04-30 18:00:00,8.063122,0.5020773,315.8462,1.211069,-87.8292,2.0,0.1,0.015
2024-04-30 18:30:00,8.211971,0.4962514,318.563,1.121599,-170.6228,2.0,0.1,0.015
2024-04-30 19:00:00,7.93169,0.4859543,322.1128,1.198908,-242.8087,2.0,0.1,0.015
2024-04-30 19:30:00,6.355779,0.3861715,324.7015,1.013813,5046.554,2.0,0.1,0.015
2024-04-30 20:00:00,6.766072,0.4040375,317.4398,0.9262905,599.1344,2.0,0.1,0.015
2024-04-30 20:30:00,6.633029,0.3493598,319.1674,0.9527872,522.6144,2.0,0.1,0.015
2024-04-30 21:00:00,5.691516,0.3410473,320.7579,0.8315994,223.0311,2.0,0.1,0.015
2024-04-30 21:30:00,4.593368,0.2881091,324.9527,0.7348699,98.54057,2.0,0.1,0.015
2024-04-30 22:00:00,5.15783,0.3347754,314.5909,0.9741619,112.4891,2.0,0.1,0.015
2024-04-30 22:30:00,5.660045,0.2648605,279.1104,0.7532996,210.316,2.0,0.1,0.015
2024-04-30 23:00:00,4.9554,0.2634118,281.7897,0.6753007,99.57194,2.0,0.1,0.015
2024-04-30 23:30:00,3.826765,0.201843,276.5436,0.8000752,61.61504,2.0,0.1,0.015
2024-05-01 00:00:00,4.960163,0.2353396,290.0454,0.7063671,57.48063,2.0,0.1,0.015
2024-05-01 00:30:00,4.081823,0.2093799,268.861,0.7381807,57.00612,2.0,0.1,0.015
2024-05-01 01:00:00,3.203378,0.2117882,271.2841,1.058038,43.0004,2.0,0.1,0.015
2024-05-01 01:30:00,1.349076,0.1466238,306.5175,0.5480267,55.0711,2.0,0.1,0.015
2024-05-01 02:00:00,2.343727,0.1383426,308.7169,0.6322317,16.01153,2.0,0.1,0.015
2024-05-01 02:30:00,1.961622,0.1164613,305.0636,0.4451074,12.23704,2.0,0.1,0.015
2024-05-01 03:00:00,1.696122,0.09481972,309.0223,0.2984954,8.830997,2.0,0.1,0.015
2024-05-01 03:30:00,1.733533,0.09623125,311.6586,0.3721487,8.041885,2.0,0.1,0.015
2024-05-01 04:00:00,2.072195,0.1130367,318.9819,0.4296715,13.32957,2.0,0.1,0.015
2024-05-01 04:30:00,2.082584,0.115139,329.9855,0.4724601,9.196313,2.0,0.1,0.015
2024-05-01 05:00:00,1.5569,0.07100179,315.064,0.2077264,5.946588,2.0,0.1,0.015
2024-05-01 05:30:00,1.55143,0.0683238,300.5799,0.2174359,11.53712,2.0,0.1,0.015
2024-05-01 06:00:00,1.158661,0.07282596,26.47385,0.6969506,10.49336,2.0,0.1,0.015
2024-05-01 06:30:00,0.8059701,0.06295948,29.55167,0.3537038,3.401886,2.0,0.1,0.015
2024-05-01 07:00:00,1.397038,0.09213076,318.326,0.3009379,-3.865404,2.0,0.1,0.015
2024-05-01 07:30:00,2.221833,0.1349735,305.3322,0.4691434,-4.224055,2.0,0.1,0.015
2024-05-01 08:00:00,2.803127,0.1914054,298.9858,0.5935777,-7.190735,2.0,0.1,0.015
2024-05-01 08:30:00,2.921321,0.1732597,297.1754,0.6109282,-3.406316,2.0,0.1,0.015
2024-05-01 09:00:00,,,,,,2.0,0.1,0.015
2024-05-01 09:30:00,,,,,,2.0,0.1,0.015
2024-05-01 10:00:00,,,,,,2.0,0.1,0.015
2024-05-01 10:30:00,,,,,,2.0,0.1,0.015
2024-05-01 11:00:00,,,,,,2.0,0.1,0.015
2024-05-01 11:30:00,,,,,,2.0,0.1,0.015
2024-05-01 12:00:00,,,,,,2.0,0.1,0.015
2024-05-01 12:30:00,,,,,,2.0,0.1,0.015
2024-05-01 13:00:00,,,,,,2.0,0.1,0.015
2024-05-01 13:30:00,,,,,,2.0,0.1,0.015
2024-05-01 14:00:00,,,,,,2.0,0.1,0.015
2024-05-01 14:30:00,,,,,,2.0,0.1,0.015
2024-05-01 15:00:00,,,,,,2.0,0.1,0.015
2024-05-01 15:30:00,,,,,,2.0,0.1,0.015
2024-05-01 16:00:00,,,,,,2.0,0.1,0.015
2024-05-01 16:30:00,,,,,,2.0,0.1,0.015
2024-05-01 17:00:00,,,,,,2.0,0.1,0.015
2024-05-01 17:30:00,,,,,,2.0,0.1,0.015
2024-05-01 18:00:00,,,,,,2.0,0.1,0.015
2024-05-01 18:30:00,,,,,,2.0,0.1,0.015
2024-05-01 19:00:00,,,,,,2.0,0.1,0.015
2024-05-01 19:30:00,,,,,,2.0,0.1,0.015
2024-05-01 20:00:00,,,,,,2.0,0.1,0.015
2024-05-01 20:30:00,,,,,,2.0,0.1,0.015
2024-05-01 21:00:00,,,,,,2.0,0.1,0.015
2024-05-01 21:30:00,,,,,,2.0,0.1,0.015
2024-05-01 22:00:00,,,,,,2.0,0.1,0.015
2024-05-01 22:30:00,,,,,,2.0,0.1,0.015
2024-05-01 23:00:00,,,,,,2.0,0.1,0.015
2024-05-01 23:30:00,,,,,,2.0,0.1,0.015
2024-05-02 00:00:00,,,,,,,,
2024-05-02 00:30:00,,,,,,,,
2024-05-02 01:00:00,,,,,,,,
2024-05-02 01:30:00,,,,,,,,
2024-05-02 02:00:00,,,,,,,,
2024-05-02 02:30:00,,,,,,,,
2024-05-02 03:00:00,,,,,,,,
2024-05-02 03:30:00,,,,,,,,
2024-05-02 04:00:00,,,,,,,,
2024-05-02 04:30:00,,,,,,,,
2024-05-02 05:00:00,,,,,,,,
2024-05-02 05:30:00,,,,,,,,
2024-05-02 06:00:00,,,,,,,,
2024-05-02 06:30:00,,,,,,,,
2024-05-02 07:00:00,,,,,,,,
2024-05-02 07:30:00,,,,,,,,
2024-05-02 08:00:00,,,,,,,,
2024-05-02 08:30:00,,,,,,,,
2024-05-02 09:00:00,,,,,,,,
2024-05-02 09:30:00,,,,,,,,
2024-05-02 10:00:00,,,,,,,,
2024-05-02 10:30:00,,,,,,,,
2024-05-02 11:00:00,,,,,,,,
